,temperature,p,alpha_plus,alpha_minus,seed,total_reward
3072,0.01,0.30000000000000004,0.005,0.0025,23,4134
3073,0.01,0.30000000000000004,0.005,0.0025,24,3990
3074,0.01,0.30000000000000004,0.005,0.0025,25,3898
3075,0.01,0.30000000000000004,0.005,0.0025,26,3866
3076,0.01,0.30000000000000004,0.005,0.0025,27,4118
3077,0.01,0.30000000000000004,0.005,0.0025,28,4072
3078,0.01,0.30000000000000004,0.005,0.0025,29,4104
3079,0.01,0.30000000000000004,0.005,0.0025,30,4106
3080,0.01,0.30000000000000004,0.005,0.0025,31,4102
3081,0.01,0.30000000000000004,0.005,0.0025,32,3894
3082,0.01,0.30000000000000004,0.005,0.0025,33,3894
3083,0.01,0.30000000000000004,0.005,0.0025,34,4048
3084,0.01,0.30000000000000004,0.005,0.0025,35,3996
3085,0.01,0.30000000000000004,0.005,0.0025,36,3898
3086,0.01,0.30000000000000004,0.005,0.0025,37,4006
3087,0.01,0.30000000000000004,0.005,0.0025,38,3932
3088,0.01,0.30000000000000004,0.005,0.0025,39,4012
3089,0.01,0.30000000000000004,0.005,0.0025,40,4178
3090,0.01,0.30000000000000004,0.005,0.0025,41,3890
3091,0.01,0.30000000000000004,0.005,0.0025,42,3994
3092,0.01,0.30000000000000004,0.005,0.0025,43,3962
3093,0.01,0.30000000000000004,0.005,0.0025,44,3716
3094,0.01,0.30000000000000004,0.005,0.0025,45,4012
3095,0.01,0.30000000000000004,0.005,0.0025,46,4000
3096,0.01,0.30000000000000004,0.005,0.0025,47,3990
3097,0.01,0.30000000000000004,0.005,0.0025,48,3966
3098,0.01,0.30000000000000004,0.005,0.0025,49,4056
3099,0.01,0.30000000000000004,0.005,0.0025,50,4036
3100,0.01,0.30000000000000004,0.005,0.005,1,3930
3101,0.01,0.30000000000000004,0.005,0.005,2,3932
3102,0.01,0.30000000000000004,0.005,0.005,3,4108
3103,0.01,0.30000000000000004,0.005,0.005,4,4060
3104,0.01,0.30000000000000004,0.005,0.005,5,4086
3105,0.01,0.30000000000000004,0.005,0.005,6,3972
3106,0.01,0.30000000000000004,0.005,0.005,7,4030
3107,0.01,0.30000000000000004,0.005,0.005,8,4012
3108,0.01,0.30000000000000004,0.005,0.005,9,3996
3109,0.01,0.30000000000000004,0.005,0.005,10,3836
3110,0.01,0.30000000000000004,0.005,0.005,11,3994
3111,0.01,0.30000000000000004,0.005,0.005,12,3900
3112,0.01,0.30000000000000004,0.005,0.005,13,4006
3113,0.01,0.30000000000000004,0.005,0.005,14,3744
3114,0.01,0.30000000000000004,0.005,0.005,15,4002
3115,0.01,0.30000000000000004,0.005,0.005,16,3922
3116,0.01,0.30000000000000004,0.005,0.005,17,4030
3117,0.01,0.30000000000000004,0.005,0.005,18,3928
3118,0.01,0.30000000000000004,0.005,0.005,19,3900
3119,0.01,0.30000000000000004,0.005,0.005,20,3872
3120,0.01,0.30000000000000004,0.005,0.005,21,3836
3121,0.01,0.30000000000000004,0.005,0.005,22,3976
3122,0.01,0.30000000000000004,0.005,0.005,23,4134
3123,0.01,0.30000000000000004,0.005,0.005,24,3990
3124,0.01,0.30000000000000004,0.005,0.005,25,3898
3125,0.01,0.30000000000000004,0.005,0.005,26,3862
3126,0.01,0.30000000000000004,0.005,0.005,27,4118
3127,0.01,0.30000000000000004,0.005,0.005,28,4076
3128,0.01,0.30000000000000004,0.005,0.005,29,4104
3129,0.01,0.30000000000000004,0.005,0.005,30,4106
3130,0.01,0.30000000000000004,0.005,0.005,31,4110
3131,0.01,0.30000000000000004,0.005,0.005,32,3902
3132,0.01,0.30000000000000004,0.005,0.005,33,3894
3133,0.01,0.30000000000000004,0.005,0.005,34,4048
3134,0.01,0.30000000000000004,0.005,0.005,35,3996
3135,0.01,0.30000000000000004,0.005,0.005,36,3906
3136,0.01,0.30000000000000004,0.005,0.005,37,4002
3137,0.01,0.30000000000000004,0.005,0.005,38,3932
3138,0.01,0.30000000000000004,0.005,0.005,39,4012
3139,0.01,0.30000000000000004,0.005,0.005,40,4186
3140,0.01,0.30000000000000004,0.005,0.005,41,3890
3141,0.01,0.30000000000000004,0.005,0.005,42,3994
3142,0.01,0.30000000000000004,0.005,0.005,43,3958
3143,0.01,0.30000000000000004,0.005,0.005,44,3716
3144,0.01,0.30000000000000004,0.005,0.005,45,4008
3145,0.01,0.30000000000000004,0.005,0.005,46,4000
3146,0.01,0.30000000000000004,0.005,0.005,47,3986
3147,0.01,0.30000000000000004,0.005,0.005,48,3958
3148,0.01,0.30000000000000004,0.005,0.005,49,4060
3149,0.01,0.30000000000000004,0.005,0.005,50,4036
3150,0.01,0.30000000000000004,0.005,0.0075,1,3918
3151,0.01,0.30000000000000004,0.005,0.0075,2,3928
3152,0.01,0.30000000000000004,0.005,0.0075,3,4108
3153,0.01,0.30000000000000004,0.005,0.0075,4,4060
3154,0.01,0.30000000000000004,0.005,0.0075,5,4078
3155,0.01,0.30000000000000004,0.005,0.0075,6,3972
3156,0.01,0.30000000000000004,0.005,0.0075,7,4030
3157,0.01,0.30000000000000004,0.005,0.0075,8,4008
3158,0.01,0.30000000000000004,0.005,0.0075,9,3996
3159,0.01,0.30000000000000004,0.005,0.0075,10,3836
3160,0.01,0.30000000000000004,0.005,0.0075,11,3978
3161,0.01,0.30000000000000004,0.005,0.0075,12,3900
3162,0.01,0.30000000000000004,0.005,0.0075,13,4010
3163,0.01,0.30000000000000004,0.005,0.0075,14,3744
3164,0.01,0.30000000000000004,0.005,0.0075,15,3986
3165,0.01,0.30000000000000004,0.005,0.0075,16,3906
3166,0.01,0.30000000000000004,0.005,0.0075,17,4026
3167,0.01,0.30000000000000004,0.005,0.0075,18,3928
3168,0.01,0.30000000000000004,0.005,0.0075,19,3900
3169,0.01,0.30000000000000004,0.005,0.0075,20,3880
3170,0.01,0.30000000000000004,0.005,0.0075,21,3836
3171,0.01,0.30000000000000004,0.005,0.0075,22,3976
3172,0.01,0.30000000000000004,0.005,0.0075,23,4138
3173,0.01,0.30000000000000004,0.005,0.0075,24,3990
3174,0.01,0.30000000000000004,0.005,0.0075,25,3898
3175,0.01,0.30000000000000004,0.005,0.0075,26,3858
3176,0.01,0.30000000000000004,0.005,0.0075,27,4110
3177,0.01,0.30000000000000004,0.005,0.0075,28,4076
3178,0.01,0.30000000000000004,0.005,0.0075,29,4108
3179,0.01,0.30000000000000004,0.005,0.0075,30,4102
3180,0.01,0.30000000000000004,0.005,0.0075,31,4110
3181,0.01,0.30000000000000004,0.005,0.0075,32,3902
3182,0.01,0.30000000000000004,0.005,0.0075,33,3894
3183,0.01,0.30000000000000004,0.005,0.0075,34,4056
3184,0.01,0.30000000000000004,0.005,0.0075,35,3996
3185,0.01,0.30000000000000004,0.005,0.0075,36,3886
3186,0.01,0.30000000000000004,0.005,0.0075,37,3998
3187,0.01,0.30000000000000004,0.005,0.0075,38,3936
3188,0.01,0.30000000000000004,0.005,0.0075,39,4012
3189,0.01,0.30000000000000004,0.005,0.0075,40,4186
3190,0.01,0.30000000000000004,0.005,0.0075,41,3890
3191,0.01,0.30000000000000004,0.005,0.0075,42,3994
3192,0.01,0.30000000000000004,0.005,0.0075,43,3954
3193,0.01,0.30000000000000004,0.005,0.0075,44,3716
3194,0.01,0.30000000000000004,0.005,0.0075,45,4004
3195,0.01,0.30000000000000004,0.005,0.0075,46,3996
3196,0.01,0.30000000000000004,0.005,0.0075,47,3986
3197,0.01,0.30000000000000004,0.005,0.0075,48,3962
3198,0.01,0.30000000000000004,0.005,0.0075,49,4064
3199,0.01,0.30000000000000004,0.005,0.0075,50,4040
3200,0.01,0.30000000000000004,0.005,0.01,1,3882
3201,0.01,0.30000000000000004,0.005,0.01,2,3912
3202,0.01,0.30000000000000004,0.005,0.01,3,4100
3203,0.01,0.30000000000000004,0.005,0.01,4,4012
3204,0.01,0.30000000000000004,0.005,0.01,5,4058
3205,0.01,0.30000000000000004,0.005,0.01,6,3944
3206,0.01,0.30000000000000004,0.005,0.01,7,3990
3207,0.01,0.30000000000000004,0.005,0.01,8,3964
3208,0.01,0.30000000000000004,0.005,0.01,9,3964
3209,0.01,0.30000000000000004,0.005,0.01,10,3824
3210,0.01,0.30000000000000004,0.005,0.01,11,3954
3211,0.01,0.30000000000000004,0.005,0.01,12,3872
3212,0.01,0.30000000000000004,0.005,0.01,13,3974
3213,0.01,0.30000000000000004,0.005,0.01,14,3688
3214,0.01,0.30000000000000004,0.005,0.01,15,3962
3215,0.01,0.30000000000000004,0.005,0.01,16,3886
3216,0.01,0.30000000000000004,0.005,0.01,17,4022
3217,0.01,0.30000000000000004,0.005,0.01,18,3908
3218,0.01,0.30000000000000004,0.005,0.01,19,3864
3219,0.01,0.30000000000000004,0.005,0.01,20,3864
3220,0.01,0.30000000000000004,0.005,0.01,21,3816
3221,0.01,0.30000000000000004,0.005,0.01,22,3952
3222,0.01,0.30000000000000004,0.005,0.01,23,4102
3223,0.01,0.30000000000000004,0.005,0.01,24,3966
3224,0.01,0.30000000000000004,0.005,0.01,25,3858
3225,0.01,0.30000000000000004,0.005,0.01,26,3842
3226,0.01,0.30000000000000004,0.005,0.01,27,4102
3227,0.01,0.30000000000000004,0.005,0.01,28,4056
3228,0.01,0.30000000000000004,0.005,0.01,29,4084
3229,0.01,0.30000000000000004,0.005,0.01,30,4078
3230,0.01,0.30000000000000004,0.005,0.01,31,4094
3231,0.01,0.30000000000000004,0.005,0.01,32,3874
3232,0.01,0.30000000000000004,0.005,0.01,33,3854
3233,0.01,0.30000000000000004,0.005,0.01,34,4044
3234,0.01,0.30000000000000004,0.005,0.01,35,3976
3235,0.01,0.30000000000000004,0.005,0.01,36,3886
3236,0.01,0.30000000000000004,0.005,0.01,37,3966
3237,0.01,0.30000000000000004,0.005,0.01,38,3892
3238,0.01,0.30000000000000004,0.005,0.01,39,3996
3239,0.01,0.30000000000000004,0.005,0.01,40,4162
3240,0.01,0.30000000000000004,0.005,0.01,41,3862
3241,0.01,0.30000000000000004,0.005,0.01,42,3974
3242,0.01,0.30000000000000004,0.005,0.01,43,3942
3243,0.01,0.30000000000000004,0.005,0.01,44,3692
3244,0.01,0.30000000000000004,0.005,0.01,45,3984
3245,0.01,0.30000000000000004,0.005,0.01,46,3984
3246,0.01,0.30000000000000004,0.005,0.01,47,3958
3247,0.01,0.30000000000000004,0.005,0.01,48,3934
3248,0.01,0.30000000000000004,0.005,0.01,49,4048
3249,0.01,0.30000000000000004,0.005,0.01,50,4000
3250,0.01,0.30000000000000004,0.0075,0.001,1,3942
3251,0.01,0.30000000000000004,0.0075,0.001,2,3936
3252,0.01,0.30000000000000004,0.0075,0.001,3,4112
3253,0.01,0.30000000000000004,0.0075,0.001,4,4060
3254,0.01,0.30000000000000004,0.0075,0.001,5,4086
3255,0.01,0.30000000000000004,0.0075,0.001,6,3972
3256,0.01,0.30000000000000004,0.0075,0.001,7,4030
3257,0.01,0.30000000000000004,0.0075,0.001,8,4012
3258,0.01,0.30000000000000004,0.0075,0.001,9,4000
3259,0.01,0.30000000000000004,0.0075,0.001,10,3840
3260,0.01,0.30000000000000004,0.0075,0.001,11,3986
3261,0.01,0.30000000000000004,0.0075,0.001,12,3900
3262,0.01,0.30000000000000004,0.0075,0.001,13,-1694
3263,0.01,0.30000000000000004,0.0075,0.001,14,3744
3264,0.01,0.30000000000000004,0.0075,0.001,15,4010
3265,0.01,0.30000000000000004,0.0075,0.001,16,-1606
3266,0.01,0.30000000000000004,0.0075,0.001,17,-1468
3267,0.01,0.30000000000000004,0.0075,0.001,18,3944
3268,0.01,0.30000000000000004,0.0075,0.001,19,3900
3269,0.01,0.30000000000000004,0.0075,0.001,20,3880
3270,0.01,0.30000000000000004,0.0075,0.001,21,3840
3271,0.01,0.30000000000000004,0.0075,0.001,22,3980
3272,0.01,0.30000000000000004,0.0075,0.001,23,4130
3273,0.01,0.30000000000000004,0.0075,0.001,24,3990
3274,0.01,0.30000000000000004,0.0075,0.001,25,3878
3275,0.01,0.30000000000000004,0.0075,0.001,26,-3862
3276,0.01,0.30000000000000004,0.0075,0.001,27,4122
3277,0.01,0.30000000000000004,0.0075,0.001,28,4076
3278,0.01,0.30000000000000004,0.0075,0.001,29,4112
3279,0.01,0.30000000000000004,0.0075,0.001,30,4106
3280,0.01,0.30000000000000004,0.0075,0.001,31,4110
3281,0.01,0.30000000000000004,0.0075,0.001,32,-1526
3282,0.01,0.30000000000000004,0.0075,0.001,33,-1670
3283,0.01,0.30000000000000004,0.0075,0.001,34,4068
3284,0.01,0.30000000000000004,0.0075,0.001,35,3996
3285,0.01,0.30000000000000004,0.0075,0.001,36,3902
3286,0.01,0.30000000000000004,0.0075,0.001,37,4006
3287,0.01,0.30000000000000004,0.0075,0.001,38,-1500
3288,0.01,0.30000000000000004,0.0075,0.001,39,4012
3289,0.01,0.30000000000000004,0.0075,0.001,40,4186
3290,0.01,0.30000000000000004,0.0075,0.001,41,3890
3291,0.01,0.30000000000000004,0.0075,0.001,42,3994
3292,0.01,0.30000000000000004,0.0075,0.001,43,-1638
3293,0.01,0.30000000000000004,0.0075,0.001,44,3716
3294,0.01,0.30000000000000004,0.0075,0.001,45,4016
3295,0.01,0.30000000000000004,0.0075,0.001,46,4000
3296,0.01,0.30000000000000004,0.0075,0.001,47,3990
3297,0.01,0.30000000000000004,0.0075,0.001,48,3966
3298,0.01,0.30000000000000004,0.0075,0.001,49,-1460
3299,0.01,0.30000000000000004,0.0075,0.001,50,4040
3300,0.01,0.30000000000000004,0.0075,0.0025,1,3942
3301,0.01,0.30000000000000004,0.0075,0.0025,2,3936
3302,0.01,0.30000000000000004,0.0075,0.0025,3,4112
3303,0.01,0.30000000000000004,0.0075,0.0025,4,4060
3304,0.01,0.30000000000000004,0.0075,0.0025,5,4086
3305,0.01,0.30000000000000004,0.0075,0.0025,6,3972
3306,0.01,0.30000000000000004,0.0075,0.0025,7,4030
3307,0.01,0.30000000000000004,0.0075,0.0025,8,4012
3308,0.01,0.30000000000000004,0.0075,0.0025,9,3996
3309,0.01,0.30000000000000004,0.0075,0.0025,10,3840
3310,0.01,0.30000000000000004,0.0075,0.0025,11,3994
3311,0.01,0.30000000000000004,0.0075,0.0025,12,3900
3312,0.01,0.30000000000000004,0.0075,0.0025,13,3998
3313,0.01,0.30000000000000004,0.0075,0.0025,14,3744
3314,0.01,0.30000000000000004,0.0075,0.0025,15,4010
3315,0.01,0.30000000000000004,0.0075,0.0025,16,3898
3316,0.01,0.30000000000000004,0.0075,0.0025,17,4038
3317,0.01,0.30000000000000004,0.0075,0.0025,18,3944
3318,0.01,0.30000000000000004,0.0075,0.0025,19,3900
3319,0.01,0.30000000000000004,0.0075,0.0025,20,3880
3320,0.01,0.30000000000000004,0.0075,0.0025,21,3840
3321,0.01,0.30000000000000004,0.0075,0.0025,22,3980
3322,0.01,0.30000000000000004,0.0075,0.0025,23,4018
3323,0.01,0.30000000000000004,0.0075,0.0025,24,3990
3324,0.01,0.30000000000000004,0.0075,0.0025,25,3898
3325,0.01,0.30000000000000004,0.0075,0.0025,26,3854
3326,0.01,0.30000000000000004,0.0075,0.0025,27,4118
3327,0.01,0.30000000000000004,0.0075,0.0025,28,4076
3328,0.01,0.30000000000000004,0.0075,0.0025,29,4112
3329,0.01,0.30000000000000004,0.0075,0.0025,30,4106
3330,0.01,0.30000000000000004,0.0075,0.0025,31,4110
3331,0.01,0.30000000000000004,0.0075,0.0025,32,3878
3332,0.01,0.30000000000000004,0.0075,0.0025,33,3890
3333,0.01,0.30000000000000004,0.0075,0.0025,34,4068
3334,0.01,0.30000000000000004,0.0075,0.0025,35,3996
3335,0.01,0.30000000000000004,0.0075,0.0025,36,3902
3336,0.01,0.30000000000000004,0.0075,0.0025,37,4006
3337,0.01,0.30000000000000004,0.0075,0.0025,38,3932
3338,0.01,0.30000000000000004,0.0075,0.0025,39,4012
3339,0.01,0.30000000000000004,0.0075,0.0025,40,4186
3340,0.01,0.30000000000000004,0.0075,0.0025,41,3890
3341,0.01,0.30000000000000004,0.0075,0.0025,42,3994
3342,0.01,0.30000000000000004,0.0075,0.0025,43,3946
3343,0.01,0.30000000000000004,0.0075,0.0025,44,3716
3344,0.01,0.30000000000000004,0.0075,0.0025,45,4016
3345,0.01,0.30000000000000004,0.0075,0.0025,46,4000
3346,0.01,0.30000000000000004,0.0075,0.0025,47,3990
3347,0.01,0.30000000000000004,0.0075,0.0025,48,3966
3348,0.01,0.30000000000000004,0.0075,0.0025,49,4048
3349,0.01,0.30000000000000004,0.0075,0.0025,50,4040
3350,0.01,0.30000000000000004,0.0075,0.005,1,3942
3351,0.01,0.30000000000000004,0.0075,0.005,2,3936
3352,0.01,0.30000000000000004,0.0075,0.005,3,4112
3353,0.01,0.30000000000000004,0.0075,0.005,4,4060
3354,0.01,0.30000000000000004,0.0075,0.005,5,4086
3355,0.01,0.30000000000000004,0.0075,0.005,6,3972
3356,0.01,0.30000000000000004,0.0075,0.005,7,4030
3357,0.01,0.30000000000000004,0.0075,0.005,8,4012
3358,0.01,0.30000000000000004,0.0075,0.005,9,3996
3359,0.01,0.30000000000000004,0.0075,0.005,10,3844
3360,0.01,0.30000000000000004,0.0075,0.005,11,3994
3361,0.01,0.30000000000000004,0.0075,0.005,12,3900
3362,0.01,0.30000000000000004,0.0075,0.005,13,4006
3363,0.01,0.30000000000000004,0.0075,0.005,14,3744
3364,0.01,0.30000000000000004,0.0075,0.005,15,4010
3365,0.01,0.30000000000000004,0.0075,0.005,16,3922
3366,0.01,0.30000000000000004,0.0075,0.005,17,4038
3367,0.01,0.30000000000000004,0.0075,0.005,18,3944
3368,0.01,0.30000000000000004,0.0075,0.005,19,3900
3369,0.01,0.30000000000000004,0.0075,0.005,20,3876
3370,0.01,0.30000000000000004,0.0075,0.005,21,3840
3371,0.01,0.30000000000000004,0.0075,0.005,22,3980
3372,0.01,0.30000000000000004,0.0075,0.005,23,4138
3373,0.01,0.30000000000000004,0.0075,0.005,24,3990
3374,0.01,0.30000000000000004,0.0075,0.005,25,3898
3375,0.01,0.30000000000000004,0.0075,0.005,26,3866
3376,0.01,0.30000000000000004,0.0075,0.005,27,4118
3377,0.01,0.30000000000000004,0.0075,0.005,28,4076
3378,0.01,0.30000000000000004,0.0075,0.005,29,4112
3379,0.01,0.30000000000000004,0.0075,0.005,30,4106
3380,0.01,0.30000000000000004,0.0075,0.005,31,4114
3381,0.01,0.30000000000000004,0.0075,0.005,32,3898
3382,0.01,0.30000000000000004,0.0075,0.005,33,3894
3383,0.01,0.30000000000000004,0.0075,0.005,34,4068
3384,0.01,0.30000000000000004,0.0075,0.005,35,3996
3385,0.01,0.30000000000000004,0.0075,0.005,36,3910
3386,0.01,0.30000000000000004,0.0075,0.005,37,4006
3387,0.01,0.30000000000000004,0.0075,0.005,38,3940
3388,0.01,0.30000000000000004,0.0075,0.005,39,4012
3389,0.01,0.30000000000000004,0.0075,0.005,40,4186
3390,0.01,0.30000000000000004,0.0075,0.005,41,3890
3391,0.01,0.30000000000000004,0.0075,0.005,42,3994
3392,0.01,0.30000000000000004,0.0075,0.005,43,3958
3393,0.01,0.30000000000000004,0.0075,0.005,44,3716
3394,0.01,0.30000000000000004,0.0075,0.005,45,4012
3395,0.01,0.30000000000000004,0.0075,0.005,46,4000
3396,0.01,0.30000000000000004,0.0075,0.005,47,3990
3397,0.01,0.30000000000000004,0.0075,0.005,48,3966
3398,0.01,0.30000000000000004,0.0075,0.005,49,4064
3399,0.01,0.30000000000000004,0.0075,0.005,50,4036
3400,0.01,0.30000000000000004,0.0075,0.0075,1,3942
3401,0.01,0.30000000000000004,0.0075,0.0075,2,3936
3402,0.01,0.30000000000000004,0.0075,0.0075,3,4112
3403,0.01,0.30000000000000004,0.0075,0.0075,4,4064
3404,0.01,0.30000000000000004,0.0075,0.0075,5,4082
3405,0.01,0.30000000000000004,0.0075,0.0075,6,3972
3406,0.01,0.30000000000000004,0.0075,0.0075,7,4030
3407,0.01,0.30000000000000004,0.0075,0.0075,8,4012
3408,0.01,0.30000000000000004,0.0075,0.0075,9,3996
3409,0.01,0.30000000000000004,0.0075,0.0075,10,3840
3410,0.01,0.30000000000000004,0.0075,0.0075,11,3994
3411,0.01,0.30000000000000004,0.0075,0.0075,12,3892
3412,0.01,0.30000000000000004,0.0075,0.0075,13,4014
3413,0.01,0.30000000000000004,0.0075,0.0075,14,3744
3414,0.01,0.30000000000000004,0.0075,0.0075,15,4010
3415,0.01,0.30000000000000004,0.0075,0.0075,16,3922
3416,0.01,0.30000000000000004,0.0075,0.0075,17,4038
3417,0.01,0.30000000000000004,0.0075,0.0075,18,3944
3418,0.01,0.30000000000000004,0.0075,0.0075,19,3900
3419,0.01,0.30000000000000004,0.0075,0.0075,20,3876
3420,0.01,0.30000000000000004,0.0075,0.0075,21,3840
3421,0.01,0.30000000000000004,0.0075,0.0075,22,3976
3422,0.01,0.30000000000000004,0.0075,0.0075,23,4138
3423,0.01,0.30000000000000004,0.0075,0.0075,24,3990
3424,0.01,0.30000000000000004,0.0075,0.0075,25,3898
3425,0.01,0.30000000000000004,0.0075,0.0075,26,3866
3426,0.01,0.30000000000000004,0.0075,0.0075,27,4118
3427,0.01,0.30000000000000004,0.0075,0.0075,28,4076
3428,0.01,0.30000000000000004,0.0075,0.0075,29,4112
3429,0.01,0.30000000000000004,0.0075,0.0075,30,4106
3430,0.01,0.30000000000000004,0.0075,0.0075,31,4114
3431,0.01,0.30000000000000004,0.0075,0.0075,32,3902
3432,0.01,0.30000000000000004,0.0075,0.0075,33,3894
3433,0.01,0.30000000000000004,0.0075,0.0075,34,4064
3434,0.01,0.30000000000000004,0.0075,0.0075,35,4000
3435,0.01,0.30000000000000004,0.0075,0.0075,36,3906
3436,0.01,0.30000000000000004,0.0075,0.0075,37,4002
3437,0.01,0.30000000000000004,0.0075,0.0075,38,3932
3438,0.01,0.30000000000000004,0.0075,0.0075,39,4012
3439,0.01,0.30000000000000004,0.0075,0.0075,40,4186
3440,0.01,0.30000000000000004,0.0075,0.0075,41,3890
3441,0.01,0.30000000000000004,0.0075,0.0075,42,3994
3442,0.01,0.30000000000000004,0.0075,0.0075,43,3954
3443,0.01,0.30000000000000004,0.0075,0.0075,44,3716
3444,0.01,0.30000000000000004,0.0075,0.0075,45,4008
3445,0.01,0.30000000000000004,0.0075,0.0075,46,4000
3446,0.01,0.30000000000000004,0.0075,0.0075,47,3990
3447,0.01,0.30000000000000004,0.0075,0.0075,48,3966
3448,0.01,0.30000000000000004,0.0075,0.0075,49,4056
3449,0.01,0.30000000000000004,0.0075,0.0075,50,4036
3450,0.01,0.30000000000000004,0.0075,0.01,1,3926
3451,0.01,0.30000000000000004,0.0075,0.01,2,3920
3452,0.01,0.30000000000000004,0.0075,0.01,3,4112
3453,0.01,0.30000000000000004,0.0075,0.01,4,4064
3454,0.01,0.30000000000000004,0.0075,0.01,5,4082
3455,0.01,0.30000000000000004,0.0075,0.01,6,3972
3456,0.01,0.30000000000000004,0.0075,0.01,7,4030
3457,0.01,0.30000000000000004,0.0075,0.01,8,4012
3458,0.01,0.30000000000000004,0.0075,0.01,9,3996
3459,0.01,0.30000000000000004,0.0075,0.01,10,3832
3460,0.01,0.30000000000000004,0.0075,0.01,11,3978
3461,0.01,0.30000000000000004,0.0075,0.01,12,3892
3462,0.01,0.30000000000000004,0.0075,0.01,13,4018
3463,0.01,0.30000000000000004,0.0075,0.01,14,3740
3464,0.01,0.30000000000000004,0.0075,0.01,15,4002
3465,0.01,0.30000000000000004,0.0075,0.01,16,3922
3466,0.01,0.30000000000000004,0.0075,0.01,17,4022
3467,0.01,0.30000000000000004,0.0075,0.01,18,3936
3468,0.01,0.30000000000000004,0.0075,0.01,19,3900
3469,0.01,0.30000000000000004,0.0075,0.01,20,3876
3470,0.01,0.30000000000000004,0.0075,0.01,21,3840
3471,0.01,0.30000000000000004,0.0075,0.01,22,3976
3472,0.01,0.30000000000000004,0.0075,0.01,23,4138
3473,0.01,0.30000000000000004,0.0075,0.01,24,3986
3474,0.01,0.30000000000000004,0.0075,0.01,25,3898
3475,0.01,0.30000000000000004,0.0075,0.01,26,3866
3476,0.01,0.30000000000000004,0.0075,0.01,27,4118
3477,0.01,0.30000000000000004,0.0075,0.01,28,4076
3478,0.01,0.30000000000000004,0.0075,0.01,29,4112
3479,0.01,0.30000000000000004,0.0075,0.01,30,4106
3480,0.01,0.30000000000000004,0.0075,0.01,31,4114
3481,0.01,0.30000000000000004,0.0075,0.01,32,3902
3482,0.01,0.30000000000000004,0.0075,0.01,33,3894
3483,0.01,0.30000000000000004,0.0075,0.01,34,4060
3484,0.01,0.30000000000000004,0.0075,0.01,35,3996
3485,0.01,0.30000000000000004,0.0075,0.01,36,3890
3486,0.01,0.30000000000000004,0.0075,0.01,37,3998
3487,0.01,0.30000000000000004,0.0075,0.01,38,3916
3488,0.01,0.30000000000000004,0.0075,0.01,39,4012
3489,0.01,0.30000000000000004,0.0075,0.01,40,4186
3490,0.01,0.30000000000000004,0.0075,0.01,41,3890
3491,0.01,0.30000000000000004,0.0075,0.01,42,3994
3492,0.01,0.30000000000000004,0.0075,0.01,43,3954
3493,0.01,0.30000000000000004,0.0075,0.01,44,3716
3494,0.01,0.30000000000000004,0.0075,0.01,45,4004
3495,0.01,0.30000000000000004,0.0075,0.01,46,4000
3496,0.01,0.30000000000000004,0.0075,0.01,47,3990
3497,0.01,0.30000000000000004,0.0075,0.01,48,3966
3498,0.01,0.30000000000000004,0.0075,0.01,49,4052
3499,0.01,0.30000000000000004,0.0075,0.01,50,4036
3500,0.01,0.30000000000000004,0.01,0.001,1,3942
3501,0.01,0.30000000000000004,0.01,0.001,2,3936
3502,0.01,0.30000000000000004,0.01,0.001,3,4112
3503,0.01,0.30000000000000004,0.01,0.001,4,4064
3504,0.01,0.30000000000000004,0.01,0.001,5,4086
3505,0.01,0.30000000000000004,0.01,0.001,6,3972
3506,0.01,0.30000000000000004,0.01,0.001,7,4034
3507,0.01,0.30000000000000004,0.01,0.001,8,4012
3508,0.01,0.30000000000000004,0.01,0.001,9,4000
3509,0.01,0.30000000000000004,0.01,0.001,10,3844
3510,0.01,0.30000000000000004,0.01,0.001,11,3986
3511,0.01,0.30000000000000004,0.01,0.001,12,-1608
3512,0.01,0.30000000000000004,0.01,0.001,13,-1698
3513,0.01,0.30000000000000004,0.01,0.001,14,3752
3514,0.01,0.30000000000000004,0.01,0.001,15,4010
3515,0.01,0.30000000000000004,0.01,0.001,16,-1606
3516,0.01,0.30000000000000004,0.01,0.001,17,-1468
3517,0.01,0.30000000000000004,0.01,0.001,18,3944
3518,0.01,0.30000000000000004,0.01,0.001,19,3900
3519,0.01,0.30000000000000004,0.01,0.001,20,3880
3520,0.01,0.30000000000000004,0.01,0.001,21,-1756
3521,0.01,0.30000000000000004,0.01,0.001,22,3980
3522,0.01,0.30000000000000004,0.01,0.001,23,4134
3523,0.01,0.30000000000000004,0.01,0.001,24,3994
3524,0.01,0.30000000000000004,0.01,0.001,25,3878
3525,0.01,0.30000000000000004,0.01,0.001,26,-3862
3526,0.01,0.30000000000000004,0.01,0.001,27,4122
3527,0.01,0.30000000000000004,0.01,0.001,28,4080
3528,0.01,0.30000000000000004,0.01,0.001,29,4112
3529,0.01,0.30000000000000004,0.01,0.001,30,4102
3530,0.01,0.30000000000000004,0.01,0.001,31,4114
3531,0.01,0.30000000000000004,0.01,0.001,32,-1526
3532,0.01,0.30000000000000004,0.01,0.001,33,-1674
3533,0.01,0.30000000000000004,0.01,0.001,34,4068
3534,0.01,0.30000000000000004,0.01,0.001,35,-1742
3535,0.01,0.30000000000000004,0.01,0.001,36,3906
3536,0.01,0.30000000000000004,0.01,0.001,37,4006
3537,0.01,0.30000000000000004,0.01,0.001,38,-1500
