,temperature,p,alpha_plus,alpha_minus,seed,total_reward
17097,2.0,0.4,0.0075,0.0025,48,126
17098,2.0,0.4,0.0075,0.0025,49,128
17099,2.0,0.4,0.0075,0.0025,50,132
17100,2.0,0.4,0.0075,0.005,1,186
17101,2.0,0.4,0.0075,0.005,2,148
17102,2.0,0.4,0.0075,0.005,3,298
17103,2.0,0.4,0.0075,0.005,4,296
17104,2.0,0.4,0.0075,0.005,5,166
17105,2.0,0.4,0.0075,0.005,6,284
17106,2.0,0.4,0.0075,0.005,7,38
17107,2.0,0.4,0.0075,0.005,8,96
17108,2.0,0.4,0.0075,0.005,9,246
17109,2.0,0.4,0.0075,0.005,10,192
17110,2.0,0.4,0.0075,0.005,11,106
17111,2.0,0.4,0.0075,0.005,12,-8
17112,2.0,0.4,0.0075,0.005,13,264
17113,2.0,0.4,0.0075,0.005,14,128
17114,2.0,0.4,0.0075,0.005,15,-74
17115,2.0,0.4,0.0075,0.005,16,-4
17116,2.0,0.4,0.0075,0.005,17,142
17117,2.0,0.4,0.0075,0.005,18,284
17118,2.0,0.4,0.0075,0.005,19,118
17119,2.0,0.4,0.0075,0.005,20,112
17120,2.0,0.4,0.0075,0.005,21,-50
17121,2.0,0.4,0.0075,0.005,22,188
17122,2.0,0.4,0.0075,0.005,23,342
17123,2.0,0.4,0.0075,0.005,24,166
17124,2.0,0.4,0.0075,0.005,25,150
17125,2.0,0.4,0.0075,0.005,26,70
17126,2.0,0.4,0.0075,0.005,27,258
17127,2.0,0.4,0.0075,0.005,28,212
17128,2.0,0.4,0.0075,0.005,29,120
17129,2.0,0.4,0.0075,0.005,30,150
17130,2.0,0.4,0.0075,0.005,31,226
17131,2.0,0.4,0.0075,0.005,32,108
17132,2.0,0.4,0.0075,0.005,33,174
17133,2.0,0.4,0.0075,0.005,34,100
17134,2.0,0.4,0.0075,0.005,35,278
17135,2.0,0.4,0.0075,0.005,36,124
17136,2.0,0.4,0.0075,0.005,37,258
17137,2.0,0.4,0.0075,0.005,38,128
17138,2.0,0.4,0.0075,0.005,39,104
17139,2.0,0.4,0.0075,0.005,40,390
17140,2.0,0.4,0.0075,0.005,41,86
17141,2.0,0.4,0.0075,0.005,42,214
17142,2.0,0.4,0.0075,0.005,43,314
17143,2.0,0.4,0.0075,0.005,44,-40
17144,2.0,0.4,0.0075,0.005,45,274
17145,2.0,0.4,0.0075,0.005,46,188
17146,2.0,0.4,0.0075,0.005,47,164
17147,2.0,0.4,0.0075,0.005,48,166
17148,2.0,0.4,0.0075,0.005,49,168
17149,2.0,0.4,0.0075,0.005,50,168
17150,2.0,0.4,0.0075,0.0075,1,202
17151,2.0,0.4,0.0075,0.0075,2,148
17152,2.0,0.4,0.0075,0.0075,3,310
17153,2.0,0.4,0.0075,0.0075,4,296
17154,2.0,0.4,0.0075,0.0075,5,178
17155,2.0,0.4,0.0075,0.0075,6,292
17156,2.0,0.4,0.0075,0.0075,7,46
17157,2.0,0.4,0.0075,0.0075,8,108
17158,2.0,0.4,0.0075,0.0075,9,250
17159,2.0,0.4,0.0075,0.0075,10,200
17160,2.0,0.4,0.0075,0.0075,11,126
17161,2.0,0.4,0.0075,0.0075,12,-4
17162,2.0,0.4,0.0075,0.0075,13,272
17163,2.0,0.4,0.0075,0.0075,14,128
17164,2.0,0.4,0.0075,0.0075,15,-74
17165,2.0,0.4,0.0075,0.0075,16,0
17166,2.0,0.4,0.0075,0.0075,17,146
17167,2.0,0.4,0.0075,0.0075,18,288
17168,2.0,0.4,0.0075,0.0075,19,122
17169,2.0,0.4,0.0075,0.0075,20,112
17170,2.0,0.4,0.0075,0.0075,21,-46
17171,2.0,0.4,0.0075,0.0075,22,200
17172,2.0,0.4,0.0075,0.0075,23,346
17173,2.0,0.4,0.0075,0.0075,24,166
17174,2.0,0.4,0.0075,0.0075,25,150
17175,2.0,0.4,0.0075,0.0075,26,86
17176,2.0,0.4,0.0075,0.0075,27,270
17177,2.0,0.4,0.0075,0.0075,28,216
17178,2.0,0.4,0.0075,0.0075,29,128
17179,2.0,0.4,0.0075,0.0075,30,154
17180,2.0,0.4,0.0075,0.0075,31,238
17181,2.0,0.4,0.0075,0.0075,32,128
17182,2.0,0.4,0.0075,0.0075,33,182
17183,2.0,0.4,0.0075,0.0075,34,104
17184,2.0,0.4,0.0075,0.0075,35,286
17185,2.0,0.4,0.0075,0.0075,36,128
17186,2.0,0.4,0.0075,0.0075,37,282
17187,2.0,0.4,0.0075,0.0075,38,132
17188,2.0,0.4,0.0075,0.0075,39,124
17189,2.0,0.4,0.0075,0.0075,40,406
17190,2.0,0.4,0.0075,0.0075,41,94
17191,2.0,0.4,0.0075,0.0075,42,222
17192,2.0,0.4,0.0075,0.0075,43,322
17193,2.0,0.4,0.0075,0.0075,44,-40
17194,2.0,0.4,0.0075,0.0075,45,290
17195,2.0,0.4,0.0075,0.0075,46,192
17196,2.0,0.4,0.0075,0.0075,47,168
17197,2.0,0.4,0.0075,0.0075,48,170
17198,2.0,0.4,0.0075,0.0075,49,180
17199,2.0,0.4,0.0075,0.0075,50,176
17200,2.0,0.4,0.0075,0.01,1,194
17201,2.0,0.4,0.0075,0.01,2,140
17202,2.0,0.4,0.0075,0.01,3,306
17203,2.0,0.4,0.0075,0.01,4,292
17204,2.0,0.4,0.0075,0.01,5,174
17205,2.0,0.4,0.0075,0.01,6,292
17206,2.0,0.4,0.0075,0.01,7,46
17207,2.0,0.4,0.0075,0.01,8,104
17208,2.0,0.4,0.0075,0.01,9,246
17209,2.0,0.4,0.0075,0.01,10,192
17210,2.0,0.4,0.0075,0.01,11,122
17211,2.0,0.4,0.0075,0.01,12,-8
17212,2.0,0.4,0.0075,0.01,13,272
17213,2.0,0.4,0.0075,0.01,14,128
17214,2.0,0.4,0.0075,0.01,15,-78
17215,2.0,0.4,0.0075,0.01,16,-4
17216,2.0,0.4,0.0075,0.01,17,142
17217,2.0,0.4,0.0075,0.01,18,284
17218,2.0,0.4,0.0075,0.01,19,126
17219,2.0,0.4,0.0075,0.01,20,108
17220,2.0,0.4,0.0075,0.01,21,-42
17221,2.0,0.4,0.0075,0.01,22,200
17222,2.0,0.4,0.0075,0.01,23,346
17223,2.0,0.4,0.0075,0.01,24,166
17224,2.0,0.4,0.0075,0.01,25,150
17225,2.0,0.4,0.0075,0.01,26,86
17226,2.0,0.4,0.0075,0.01,27,266
17227,2.0,0.4,0.0075,0.01,28,216
17228,2.0,0.4,0.0075,0.01,29,116
17229,2.0,0.4,0.0075,0.01,30,150
17230,2.0,0.4,0.0075,0.01,31,242
17231,2.0,0.4,0.0075,0.01,32,128
17232,2.0,0.4,0.0075,0.01,33,186
17233,2.0,0.4,0.0075,0.01,34,100
17234,2.0,0.4,0.0075,0.01,35,282
17235,2.0,0.4,0.0075,0.01,36,128
17236,2.0,0.4,0.0075,0.01,37,278
17237,2.0,0.4,0.0075,0.01,38,124
17238,2.0,0.4,0.0075,0.01,39,124
17239,2.0,0.4,0.0075,0.01,40,398
17240,2.0,0.4,0.0075,0.01,41,94
17241,2.0,0.4,0.0075,0.01,42,214
17242,2.0,0.4,0.0075,0.01,43,318
17243,2.0,0.4,0.0075,0.01,44,-40
17244,2.0,0.4,0.0075,0.01,45,290
17245,2.0,0.4,0.0075,0.01,46,188
17246,2.0,0.4,0.0075,0.01,47,160
17247,2.0,0.4,0.0075,0.01,48,174
17248,2.0,0.4,0.0075,0.01,49,180
17249,2.0,0.4,0.0075,0.01,50,176
17250,2.0,0.4,0.01,0.001,1,114
17251,2.0,0.4,0.01,0.001,2,36
17252,2.0,0.4,0.01,0.001,3,198
17253,2.0,0.4,0.01,0.001,4,192
17254,2.0,0.4,0.01,0.001,5,70
17255,2.0,0.4,0.01,0.001,6,184
17256,2.0,0.4,0.01,0.001,7,-58
17257,2.0,0.4,0.01,0.001,8,0
17258,2.0,0.4,0.01,0.001,9,154
17259,2.0,0.4,0.01,0.001,10,92
17260,2.0,0.4,0.01,0.001,11,-2
17261,2.0,0.4,0.01,0.001,12,-76
17262,2.0,0.4,0.01,0.001,13,188
17263,2.0,0.4,0.01,0.001,14,28
17264,2.0,0.4,0.01,0.001,15,-158
17265,2.0,0.4,0.01,0.001,16,-104
17266,2.0,0.4,0.01,0.001,17,58
17267,2.0,0.4,0.01,0.001,18,220
17268,2.0,0.4,0.01,0.001,19,-2
17269,2.0,0.4,0.01,0.001,20,16
17270,2.0,0.4,0.01,0.001,21,-134
17271,2.0,0.4,0.01,0.001,22,68
17272,2.0,0.4,0.01,0.001,23,230
17273,2.0,0.4,0.01,0.001,24,78
17274,2.0,0.4,0.01,0.001,25,82
17275,2.0,0.4,0.01,0.001,26,22
17276,2.0,0.4,0.01,0.001,27,162
17277,2.0,0.4,0.01,0.001,28,120
17278,2.0,0.4,0.01,0.001,29,16
17279,2.0,0.4,0.01,0.001,30,46
17280,2.0,0.4,0.01,0.001,31,126
17281,2.0,0.4,0.01,0.001,32,40
17282,2.0,0.4,0.01,0.001,33,74
17283,2.0,0.4,0.01,0.001,34,-16
17284,2.0,0.4,0.01,0.001,35,210
17285,2.0,0.4,0.01,0.001,36,24
17286,2.0,0.4,0.01,0.001,37,142
17287,2.0,0.4,0.01,0.001,38,-4
17288,2.0,0.4,0.01,0.001,39,-8
17289,2.0,0.4,0.01,0.001,40,306
17290,2.0,0.4,0.01,0.001,41,-6
17291,2.0,0.4,0.01,0.001,42,94
17292,2.0,0.4,0.01,0.001,43,210
17293,2.0,0.4,0.01,0.001,44,-124
17294,2.0,0.4,0.01,0.001,45,170
17295,2.0,0.4,0.01,0.001,46,32
17296,2.0,0.4,0.01,0.001,47,60
17297,2.0,0.4,0.01,0.001,48,74
17298,2.0,0.4,0.01,0.001,49,64
17299,2.0,0.4,0.01,0.001,50,68
17300,2.0,0.4,0.01,0.0025,1,158
17301,2.0,0.4,0.01,0.0025,2,84
17302,2.0,0.4,0.01,0.0025,3,238
17303,2.0,0.4,0.01,0.0025,4,248
17304,2.0,0.4,0.01,0.0025,5,130
17305,2.0,0.4,0.01,0.0025,6,244
17306,2.0,0.4,0.01,0.0025,7,-14
17307,2.0,0.4,0.01,0.0025,8,48
17308,2.0,0.4,0.01,0.0025,9,186
17309,2.0,0.4,0.01,0.0025,10,128
17310,2.0,0.4,0.01,0.0025,11,50
17311,2.0,0.4,0.01,0.0025,12,-40
17312,2.0,0.4,0.01,0.0025,13,216
17313,2.0,0.4,0.01,0.0025,14,84
17314,2.0,0.4,0.01,0.0025,15,-114
17315,2.0,0.4,0.01,0.0025,16,-52
17316,2.0,0.4,0.01,0.0025,17,106
17317,2.0,0.4,0.01,0.0025,18,252
17318,2.0,0.4,0.01,0.0025,19,70
17319,2.0,0.4,0.01,0.0025,20,52
17320,2.0,0.4,0.01,0.0025,21,-94
17321,2.0,0.4,0.01,0.0025,22,132
17322,2.0,0.4,0.01,0.0025,23,290
17323,2.0,0.4,0.01,0.0025,24,134
17324,2.0,0.4,0.01,0.0025,25,122
17325,2.0,0.4,0.01,0.0025,26,54
17326,2.0,0.4,0.01,0.0025,27,206
17327,2.0,0.4,0.01,0.0025,28,164
17328,2.0,0.4,0.01,0.0025,29,56
17329,2.0,0.4,0.01,0.0025,30,122
17330,2.0,0.4,0.01,0.0025,31,170
17331,2.0,0.4,0.01,0.0025,32,56
17332,2.0,0.4,0.01,0.0025,33,118
17333,2.0,0.4,0.01,0.0025,34,36
17334,2.0,0.4,0.01,0.0025,35,238
17335,2.0,0.4,0.01,0.0025,36,68
17336,2.0,0.4,0.01,0.0025,37,194
17337,2.0,0.4,0.01,0.0025,38,68
17338,2.0,0.4,0.01,0.0025,39,48
17339,2.0,0.4,0.01,0.0025,40,362
17340,2.0,0.4,0.01,0.0025,41,26
17341,2.0,0.4,0.01,0.0025,42,150
17342,2.0,0.4,0.01,0.0025,43,266
17343,2.0,0.4,0.01,0.0025,44,-72
17344,2.0,0.4,0.01,0.0025,45,210
17345,2.0,0.4,0.01,0.0025,46,112
17346,2.0,0.4,0.01,0.0025,47,116
17347,2.0,0.4,0.01,0.0025,48,110
17348,2.0,0.4,0.01,0.0025,49,116
17349,2.0,0.4,0.01,0.0025,50,120
17350,2.0,0.4,0.01,0.005,1,186
17351,2.0,0.4,0.01,0.005,2,136
17352,2.0,0.4,0.01,0.005,3,286
17353,2.0,0.4,0.01,0.005,4,280
17354,2.0,0.4,0.01,0.005,5,162
17355,2.0,0.4,0.01,0.005,6,280
17356,2.0,0.4,0.01,0.005,7,26
17357,2.0,0.4,0.01,0.005,8,88
17358,2.0,0.4,0.01,0.005,9,226
17359,2.0,0.4,0.01,0.005,10,180
17360,2.0,0.4,0.01,0.005,11,102
17361,2.0,0.4,0.01,0.005,12,-8
17362,2.0,0.4,0.01,0.005,13,256
17363,2.0,0.4,0.01,0.005,14,120
17364,2.0,0.4,0.01,0.005,15,-82
17365,2.0,0.4,0.01,0.005,16,-12
17366,2.0,0.4,0.01,0.005,17,138
17367,2.0,0.4,0.01,0.005,18,280
17368,2.0,0.4,0.01,0.005,19,94
17369,2.0,0.4,0.01,0.005,20,84
17370,2.0,0.4,0.01,0.005,21,-50
17371,2.0,0.4,0.01,0.005,22,168
17372,2.0,0.4,0.01,0.005,23,334
17373,2.0,0.4,0.01,0.005,24,166
17374,2.0,0.4,0.01,0.005,25,146
17375,2.0,0.4,0.01,0.005,26,74
17376,2.0,0.4,0.01,0.005,27,250
17377,2.0,0.4,0.01,0.005,28,196
17378,2.0,0.4,0.01,0.005,29,116
17379,2.0,0.4,0.01,0.005,30,150
17380,2.0,0.4,0.01,0.005,31,210
17381,2.0,0.4,0.01,0.005,32,116
17382,2.0,0.4,0.01,0.005,33,162
17383,2.0,0.4,0.01,0.005,34,88
17384,2.0,0.4,0.01,0.005,35,266
17385,2.0,0.4,0.01,0.005,36,112
17386,2.0,0.4,0.01,0.005,37,250
17387,2.0,0.4,0.01,0.005,38,100
17388,2.0,0.4,0.01,0.005,39,104
17389,2.0,0.4,0.01,0.005,40,394
17390,2.0,0.4,0.01,0.005,41,74
17391,2.0,0.4,0.01,0.005,42,206
17392,2.0,0.4,0.01,0.005,43,298
17393,2.0,0.4,0.01,0.005,44,-52
17394,2.0,0.4,0.01,0.005,45,266
17395,2.0,0.4,0.01,0.005,46,164
17396,2.0,0.4,0.01,0.005,47,148
17397,2.0,0.4,0.01,0.005,48,162
17398,2.0,0.4,0.01,0.005,49,168
17399,2.0,0.4,0.01,0.005,50,152
17400,2.0,0.4,0.01,0.0075,1,198
17401,2.0,0.4,0.01,0.0075,2,144
17402,2.0,0.4,0.01,0.0075,3,306
17403,2.0,0.4,0.01,0.0075,4,296
17404,2.0,0.4,0.01,0.0075,5,174
17405,2.0,0.4,0.01,0.0075,6,292
17406,2.0,0.4,0.01,0.0075,7,46
17407,2.0,0.4,0.01,0.0075,8,104
17408,2.0,0.4,0.01,0.0075,9,246
17409,2.0,0.4,0.01,0.0075,10,196
17410,2.0,0.4,0.01,0.0075,11,126
17411,2.0,0.4,0.01,0.0075,12,-4
17412,2.0,0.4,0.01,0.0075,13,268
17413,2.0,0.4,0.01,0.0075,14,128
17414,2.0,0.4,0.01,0.0075,15,-78
17415,2.0,0.4,0.01,0.0075,16,-4
17416,2.0,0.4,0.01,0.0075,17,142
17417,2.0,0.4,0.01,0.0075,18,284
17418,2.0,0.4,0.01,0.0075,19,126
17419,2.0,0.4,0.01,0.0075,20,120
17420,2.0,0.4,0.01,0.0075,21,-50
17421,2.0,0.4,0.01,0.0075,22,204
17422,2.0,0.4,0.01,0.0075,23,342
17423,2.0,0.4,0.01,0.0075,24,166
17424,2.0,0.4,0.01,0.0075,25,150
17425,2.0,0.4,0.01,0.0075,26,86
17426,2.0,0.4,0.01,0.0075,27,266
17427,2.0,0.4,0.01,0.0075,28,212
17428,2.0,0.4,0.01,0.0075,29,116
17429,2.0,0.4,0.01,0.0075,30,154
17430,2.0,0.4,0.01,0.0075,31,246
17431,2.0,0.4,0.01,0.0075,32,128
17432,2.0,0.4,0.01,0.0075,33,186
17433,2.0,0.4,0.01,0.0075,34,104
17434,2.0,0.4,0.01,0.0075,35,278
17435,2.0,0.4,0.01,0.0075,36,120
17436,2.0,0.4,0.01,0.0075,37,278
17437,2.0,0.4,0.01,0.0075,38,132
17438,2.0,0.4,0.01,0.0075,39,116
17439,2.0,0.4,0.01,0.0075,40,406
17440,2.0,0.4,0.01,0.0075,41,98
17441,2.0,0.4,0.01,0.0075,42,214
17442,2.0,0.4,0.01,0.0075,43,314
17443,2.0,0.4,0.01,0.0075,44,-36
17444,2.0,0.4,0.01,0.0075,45,290
17445,2.0,0.4,0.01,0.0075,46,188
17446,2.0,0.4,0.01,0.0075,47,160
17447,2.0,0.4,0.01,0.0075,48,166
17448,2.0,0.4,0.01,0.0075,49,180
17449,2.0,0.4,0.01,0.0075,50,176
17450,2.0,0.4,0.01,0.01,1,202
17451,2.0,0.4,0.01,0.01,2,148
17452,2.0,0.4,0.01,0.01,3,306
17453,2.0,0.4,0.01,0.01,4,308
17454,2.0,0.4,0.01,0.01,5,174
17455,2.0,0.4,0.01,0.01,6,300
17456,2.0,0.4,0.01,0.01,7,46
17457,2.0,0.4,0.01,0.01,8,108
17458,2.0,0.4,0.01,0.01,9,246
17459,2.0,0.4,0.01,0.01,10,208
17460,2.0,0.4,0.01,0.01,11,126
17461,2.0,0.4,0.01,0.01,12,-4
17462,2.0,0.4,0.01,0.01,13,284
17463,2.0,0.4,0.01,0.01,14,128
17464,2.0,0.4,0.01,0.01,15,-74
17465,2.0,0.4,0.01,0.01,16,4
17466,2.0,0.4,0.01,0.01,17,150
17467,2.0,0.4,0.01,0.01,18,292
17468,2.0,0.4,0.01,0.01,19,126
17469,2.0,0.4,0.01,0.01,20,120
17470,2.0,0.4,0.01,0.01,21,-26
17471,2.0,0.4,0.01,0.01,22,216
17472,2.0,0.4,0.01,0.01,23,346
17473,2.0,0.4,0.01,0.01,24,166
17474,2.0,0.4,0.01,0.01,25,154
17475,2.0,0.4,0.01,0.01,26,90
17476,2.0,0.4,0.01,0.01,27,270
17477,2.0,0.4,0.01,0.01,28,216
17478,2.0,0.4,0.01,0.01,29,116
17479,2.0,0.4,0.01,0.01,30,158
17480,2.0,0.4,0.01,0.01,31,254
17481,2.0,0.4,0.01,0.01,32,128
17482,2.0,0.4,0.01,0.01,33,190
17483,2.0,0.4,0.01,0.01,34,100
17484,2.0,0.4,0.01,0.01,35,282
17485,2.0,0.4,0.01,0.01,36,124
17486,2.0,0.4,0.01,0.01,37,278
17487,2.0,0.4,0.01,0.01,38,140
17488,2.0,0.4,0.01,0.01,39,132
17489,2.0,0.4,0.01,0.01,40,410
17490,2.0,0.4,0.01,0.01,41,98
17491,2.0,0.4,0.01,0.01,42,226
17492,2.0,0.4,0.01,0.01,43,318
17493,2.0,0.4,0.01,0.01,44,-32
17494,2.0,0.4,0.01,0.01,45,298
17495,2.0,0.4,0.01,0.01,46,188
17496,2.0,0.4,0.01,0.01,47,164
17497,2.0,0.4,0.01,0.01,48,174
17498,2.0,0.4,0.01,0.01,49,180
17499,2.0,0.4,0.01,0.01,50,180
17500,2.0,0.5,0.001,0.001,1,82
17501,2.0,0.5,0.001,0.001,2,-118
17502,2.0,0.5,0.001,0.001,3,102
17503,2.0,0.5,0.001,0.001,4,52
17504,2.0,0.5,0.001,0.001,5,34
17505,2.0,0.5,0.001,0.001,6,132
17506,2.0,0.5,0.001,0.001,7,38
17507,2.0,0.5,0.001,0.001,8,32
17508,2.0,0.5,0.001,0.001,9,-80
17509,2.0,0.5,0.001,0.001,10,-56
17510,2.0,0.5,0.001,0.001,11,34
17511,2.0,0.5,0.001,0.001,12,-144
17512,2.0,0.5,0.001,0.001,13,128
17513,2.0,0.5,0.001,0.001,14,-112
17514,2.0,0.5,0.001,0.001,15,-78
17515,2.0,0.5,0.001,0.001,16,-148
17516,2.0,0.5,0.001,0.001,17,-42
17517,2.0,0.5,0.001,0.001,18,164
17518,2.0,0.5,0.001,0.001,19,-62
17519,2.0,0.5,0.001,0.001,20,44
17520,2.0,0.5,0.001,0.001,21,-64
17521,2.0,0.5,0.001,0.001,22,-32
17522,2.0,0.5,0.001,0.001,23,288
17523,2.0,0.5,0.001,0.001,24,86
17524,2.0,0.5,0.001,0.001,25,-94
17525,2.0,0.5,0.001,0.001,26,-122
17526,2.0,0.5,0.001,0.001,27,130
17527,2.0,0.5,0.001,0.001,28,0
17528,2.0,0.5,0.001,0.001,29,-212
17529,2.0,0.5,0.001,0.001,30,122
17530,2.0,0.5,0.001,0.001,31,66
17531,2.0,0.5,0.001,0.001,32,-80
17532,2.0,0.5,0.001,0.001,33,-30
17533,2.0,0.5,0.001,0.001,34,-104
17534,2.0,0.5,0.001,0.001,35,130
17535,2.0,0.5,0.001,0.001,36,-90
17536,2.0,0.5,0.001,0.001,37,2
17537,2.0,0.5,0.001,0.001,38,-88
17538,2.0,0.5,0.001,0.001,39,-176
17539,2.0,0.5,0.001,0.001,40,182
17540,2.0,0.5,0.001,0.001,41,-154
17541,2.0,0.5,0.001,0.001,42,-106
17542,2.0,0.5,0.001,0.001,43,102
17543,2.0,0.5,0.001,0.001,44,-188
17544,2.0,0.5,0.001,0.001,45,78
17545,2.0,0.5,0.001,0.001,46,-76
17546,2.0,0.5,0.001,0.001,47,70
17547,2.0,0.5,0.001,0.001,48,126
17548,2.0,0.5,0.001,0.001,49,68
17549,2.0,0.5,0.001,0.001,50,68
17550,2.0,0.5,0.001,0.0025,1,82
17551,2.0,0.5,0.001,0.0025,2,-118
17552,2.0,0.5,0.001,0.0025,3,102
17553,2.0,0.5,0.001,0.0025,4,52
17554,2.0,0.5,0.001,0.0025,5,34
17555,2.0,0.5,0.001,0.0025,6,132
17556,2.0,0.5,0.001,0.0025,7,38
17557,2.0,0.5,0.001,0.0025,8,32
17558,2.0,0.5,0.001,0.0025,9,-80
17559,2.0,0.5,0.001,0.0025,10,-56
17560,2.0,0.5,0.001,0.0025,11,34
17561,2.0,0.5,0.001,0.0025,12,-144
17562,2.0,0.5,0.001,0.0025,13,128
17563,2.0,0.5,0.001,0.0025,14,-112
17564,2.0,0.5,0.001,0.0025,15,-78
17565,2.0,0.5,0.001,0.0025,16,-148
17566,2.0,0.5,0.001,0.0025,17,-42
17567,2.0,0.5,0.001,0.0025,18,164
17568,2.0,0.5,0.001,0.0025,19,-62
17569,2.0,0.5,0.001,0.0025,20,44
17570,2.0,0.5,0.001,0.0025,21,-64
17571,2.0,0.5,0.001,0.0025,22,-32
17572,2.0,0.5,0.001,0.0025,23,288
17573,2.0,0.5,0.001,0.0025,24,86
17574,2.0,0.5,0.001,0.0025,25,-94
17575,2.0,0.5,0.001,0.0025,26,-122
17576,2.0,0.5,0.001,0.0025,27,130
17577,2.0,0.5,0.001,0.0025,28,0
17578,2.0,0.5,0.001,0.0025,29,-212
17579,2.0,0.5,0.001,0.0025,30,122
17580,2.0,0.5,0.001,0.0025,31,66
17581,2.0,0.5,0.001,0.0025,32,-80
17582,2.0,0.5,0.001,0.0025,33,-30
17583,2.0,0.5,0.001,0.0025,34,-104
17584,2.0,0.5,0.001,0.0025,35,130
17585,2.0,0.5,0.001,0.0025,36,-90
17586,2.0,0.5,0.001,0.0025,37,2
17587,2.0,0.5,0.001,0.0025,38,-88
17588,2.0,0.5,0.001,0.0025,39,-176
17589,2.0,0.5,0.001,0.0025,40,182
17590,2.0,0.5,0.001,0.0025,41,-154
17591,2.0,0.5,0.001,0.0025,42,-106
17592,2.0,0.5,0.001,0.0025,43,102
17593,2.0,0.5,0.001,0.0025,44,-188
17594,2.0,0.5,0.001,0.0025,45,78
17595,2.0,0.5,0.001,0.0025,46,-76
17596,2.0,0.5,0.001,0.0025,47,70
17597,2.0,0.5,0.001,0.0025,48,126
17598,2.0,0.5,0.001,0.0025,49,68
17599,2.0,0.5,0.001,0.0025,50,68
17600,2.0,0.5,0.001,0.005,1,82
17601,2.0,0.5,0.001,0.005,2,-118
17602,2.0,0.5,0.001,0.005,3,102
17603,2.0,0.5,0.001,0.005,4,52
17604,2.0,0.5,0.001,0.005,5,34
17605,2.0,0.5,0.001,0.005,6,132
17606,2.0,0.5,0.001,0.005,7,38
17607,2.0,0.5,0.001,0.005,8,32
17608,2.0,0.5,0.001,0.005,9,-80
17609,2.0,0.5,0.001,0.005,10,-56
17610,2.0,0.5,0.001,0.005,11,34
17611,2.0,0.5,0.001,0.005,12,-144
17612,2.0,0.5,0.001,0.005,13,128
17613,2.0,0.5,0.001,0.005,14,-112
17614,2.0,0.5,0.001,0.005,15,-78
17615,2.0,0.5,0.001,0.005,16,-148
17616,2.0,0.5,0.001,0.005,17,-42
17617,2.0,0.5,0.001,0.005,18,164
17618,2.0,0.5,0.001,0.005,19,-62
17619,2.0,0.5,0.001,0.005,20,44
17620,2.0,0.5,0.001,0.005,21,-64
17621,2.0,0.5,0.001,0.005,22,-32
17622,2.0,0.5,0.001,0.005,23,288
17623,2.0,0.5,0.001,0.005,24,86
17624,2.0,0.5,0.001,0.005,25,-94
17625,2.0,0.5,0.001,0.005,26,-122
17626,2.0,0.5,0.001,0.005,27,130
17627,2.0,0.5,0.001,0.005,28,0
17628,2.0,0.5,0.001,0.005,29,-212
17629,2.0,0.5,0.001,0.005,30,122
17630,2.0,0.5,0.001,0.005,31,66
17631,2.0,0.5,0.001,0.005,32,-80
17632,2.0,0.5,0.001,0.005,33,-30
17633,2.0,0.5,0.001,0.005,34,-104
17634,2.0,0.5,0.001,0.005,35,130
17635,2.0,0.5,0.001,0.005,36,-90
17636,2.0,0.5,0.001,0.005,37,2
17637,2.0,0.5,0.001,0.005,38,-88
17638,2.0,0.5,0.001,0.005,39,-176
17639,2.0,0.5,0.001,0.005,40,182
17640,2.0,0.5,0.001,0.005,41,-154
17641,2.0,0.5,0.001,0.005,42,-106
17642,2.0,0.5,0.001,0.005,43,102
17643,2.0,0.5,0.001,0.005,44,-188
17644,2.0,0.5,0.001,0.005,45,78
17645,2.0,0.5,0.001,0.005,46,-76
17646,2.0,0.5,0.001,0.005,47,70
17647,2.0,0.5,0.001,0.005,48,126
17648,2.0,0.5,0.001,0.005,49,68
17649,2.0,0.5,0.001,0.005,50,68
17650,2.0,0.5,0.001,0.0075,1,82
17651,2.0,0.5,0.001,0.0075,2,-118
17652,2.0,0.5,0.001,0.0075,3,102
17653,2.0,0.5,0.001,0.0075,4,52
17654,2.0,0.5,0.001,0.0075,5,34
17655,2.0,0.5,0.001,0.0075,6,132
17656,2.0,0.5,0.001,0.0075,7,38
17657,2.0,0.5,0.001,0.0075,8,32
17658,2.0,0.5,0.001,0.0075,9,-80
17659,2.0,0.5,0.001,0.0075,10,-56
17660,2.0,0.5,0.001,0.0075,11,34
17661,2.0,0.5,0.001,0.0075,12,-144
17662,2.0,0.5,0.001,0.0075,13,128
17663,2.0,0.5,0.001,0.0075,14,-112
17664,2.0,0.5,0.001,0.0075,15,-78
17665,2.0,0.5,0.001,0.0075,16,-148
17666,2.0,0.5,0.001,0.0075,17,-42
17667,2.0,0.5,0.001,0.0075,18,164
17668,2.0,0.5,0.001,0.0075,19,-62
17669,2.0,0.5,0.001,0.0075,20,44
17670,2.0,0.5,0.001,0.0075,21,-64
17671,2.0,0.5,0.001,0.0075,22,-32
17672,2.0,0.5,0.001,0.0075,23,288
17673,2.0,0.5,0.001,0.0075,24,86
17674,2.0,0.5,0.001,0.0075,25,-94
17675,2.0,0.5,0.001,0.0075,26,-122
17676,2.0,0.5,0.001,0.0075,27,130
17677,2.0,0.5,0.001,0.0075,28,0
17678,2.0,0.5,0.001,0.0075,29,-212
17679,2.0,0.5,0.001,0.0075,30,122
17680,2.0,0.5,0.001,0.0075,31,66
